62811.000000,0.004668,0.058004,0.191955,0.032206,0.025797,0.187462,0.042550,0.215760,-0.157757,0.006611,0.006274,0.019960,0.025158
62812.000000,0.004668,0.058004,0.191955,0.032206,0.025797,0.187462,0.042550,0.215760,-0.157757,0.006611,0.006274,0.019960,0.025158
62813.000000,0.004668,0.058004,0.191955,0.032206,0.025797,0.187462,0.042550,0.215760,-0.157757,0.006611,0.006274,0.019960,0.025158
62814.000000,0.004668,0.058004,0.191955,0.032206,0.025797,0.187462,0.042550,0.215760,-0.157757,0.006611,0.006274,0.019960,0.025158
62815.000000,0.004668,0.058004,0.191955,0.032206,0.025797,0.187462,0.042550,0.215760,-0.157757,0.006611,0.006274,0.019960,0.025158
62816.000000,0.004668,0.058004,0.191955,0.032206,0.025797,0.187462,0.042550,0.215760,-0.157757,0.006611,0.006274,0.019960,0.025158
62817.000000,0.004668,0.058004,0.191955,0.032206,0.025797,0.187462,0.042550,0.215760,-0.157757,0.006611,0.006274,0.019960,0.025158
62818.000000,0.004668,0.058004,0.191955,0.032206,0.025797,0.187462,0.042550,0.215760,-0.157757,0.006611,0.006274,0.019960,0.025158
62819.000000,0.004668,0.058004,0.191955,0.032206,0.025797,0.187462,0.042550,0.215760,-0.157757,0.006611,0.006274,0.019960,0.025158
62820.000000,0.004668,0.058004,0.191955,0.032206,0.025797,0.187462,0.042550,0.215760,-0.157757,0.006611,0.006274,0.019960,0.025158
62821.000000,0.004668,0.058004,0.191955,0.032206,0.025797,0.187462,0.042550,0.215760,-0.157757,0.006611,0.006274,0.019960,0.025158
62822.000000,0.004668,0.058004,0.191955,0.032206,0.025797,0.187462,0.042550,0.215760,-0.157757,0.006611,0.006274,0.019960,0.025158
62823.000000,0.004668,0.058004,0.191955,0.032206,0.025797,0.187462,0.042550,0.215760,-0.157757,0.006611,0.006274,0.019960,0.025158
62824.000000,0.004668,0.058004,0.191955,0.032206,0.025797,0.187462,0.042550,0.215760,-0.157757,0.006611,0.006274,0.019960,0.025158
62825.000000,0.004668,0.058004,0.191955,0.032206,0.025797,0.187462,0.042550,0.215760,-0.157757,0.006611,0.006274,0.019960,0.025158
62826.000000,0.004668,0.058004,0.191955,0.032206,0.025797,0.187462,0.042550,0.215760,-0.157757,0.006611,0.006274,0.019960,0.025158
62827.000000,0.004668,0.058004,0.191955,0.032206,0.025797,0.187462,0.042550,0.215760,-0.157757,0.006611,0.006274,0.019960,0.025158
62828.000000,0.004668,0.058004,0.191955,0.032206,0.025797,0.187462,0.042550,0.215760,-0.157757,0.006611,0.006274,0.019960,0.025158
62829.000000,0.004668,0.058004,0.191955,0.032206,0.025797,0.187462,0.042550,0.215760,-0.157757,0.006611,0.006274,0.019960,0.025158
62830.000000,0.004668,0.058004,0.191955,0.032206,0.025797,0.187462,0.042550,0.215760,-0.157757,0.006611,0.006274,0.019960,0.025158
62831.000000,0.004668,0.058004,0.191955,0.032206,0.025797,0.187462,0.042550,0.215760,-0.157757,0.006611,0.006274,0.019960,0.025158
62832.000000,0.004668,0.058004,0.191955,0.032206,0.025797,0.187462,0.042550,0.215760,-0.157757,0.006611,0.006274,0.019960,0.025158
62833.000000,0.004668,0.058004,0.191955,0.032206,0.025797,0.187462,0.042550,0.215760,-0.157757,0.006611,0.006274,0.019960,0.025158
62834.000000,0.004668,0.058004,0.191955,0.032206,0.025797,0.187462,0.042550,0.215760,-0.157757,0.006611,0.006274,0.019960,0.025158
62835.000000,0.004668,0.058004,0.191955,0.032206,0.025797,0.187462,0.042550,0.215760,-0.157757,0.006611,0.006274,0.019960,0.025158
62836.000000,0.004668,0.058004,0.191955,0.032206,0.025797,0.187462,0.042550,0.215760,-0.157757,0.006611,0.006274,0.019960,0.025158
62837.000000,0.004668,0.058004,0.191955,0.032206,0.025797,0.187462,0.042550,0.215760,-0.157757,0.006611,0.006274,0.019960,0.025158
