71982.000000,0.004769,0.065173,0.194373,0.035979,0.029194,0.197531,0.031653,0.221347,-0.156175
71983.000000,0.004769,0.065173,0.194373,0.035979,0.029194,0.197531,0.031653,0.221347,-0.156175
71984.000000,0.004769,0.065173,0.194373,0.035979,0.029194,0.197531,0.031653,0.221347,-0.156175
71985.000000,0.004769,0.065173,0.194373,0.035979,0.029194,0.197531,0.031653,0.221347,-0.156175
71986.000000,0.004769,0.065173,0.194373,0.035979,0.029194,0.197531,0.031653,0.221347,-0.156175
71987.000000,0.004769,0.065173,0.194373,0.035979,0.029194,0.197531,0.031653,0.221347,-0.156175
71988.000000,0.004769,0.065173,0.194373,0.035979,0.029194,0.197531,0.031653,0.221347,-0.156175
71989.000000,0.004769,0.065173,0.194373,0.035979,0.029194,0.197531,0.031653,0.221347,-0.156175
71990.000000,0.004769,0.065173,0.194373,0.035979,0.029194,0.197531,0.031653,0.221347,-0.156175
71991.000000,0.004769,0.065173,0.194373,0.035979,0.029194,0.197531,0.031653,0.221347,-0.156175
71992.000000,0.004769,0.065173,0.194373,0.035979,0.029194,0.197531,0.031653,0.221347,-0.156175
71993.000000,0.004769,0.065173,0.194373,0.035979,0.029194,0.197531,0.031653,0.221347,-0.156175
71994.000000,0.004769,0.065173,0.194373,0.035979,0.029194,0.197531,0.031653,0.221347,-0.156175
71995.000000,0.004769,0.065173,0.194373,0.035979,0.029194,0.197531,0.031653,0.221347,-0.156175
71996.000000,0.004769,0.065173,0.194373,0.035979,0.029194,0.197531,0.031653,0.221347,-0.156175
71997.000000,0.004769,0.065173,0.194373,0.035979,0.029194,0.197531,0.031653,0.221347,-0.156175
71998.000000,0.004769,0.065173,0.194373,0.035979,0.029194,0.197531,0.031653,0.221347,-0.156175
71999.000000,0.004769,0.065173,0.194373,0.035979,0.029194,0.197531,0.031653,0.221347,-0.156175
72000.000000,0.004769,0.065173,0.194373,0.035979,0.029194,0.197531,0.031653,0.221347,-0.156175
72001.000000,0.004769,0.065173,0.194373,0.035979,0.029194,0.197531,0.031653,0.221347,-0.156175
72002.000000,0.004769,0.065173,0.194373,0.035979,0.029194,0.197531,0.031653,0.221347,-0.156175
72003.000000,0.004769,0.065173,0.194373,0.035979,0.029194,0.197531,0.031653,0.221347,-0.156175
72004.000000,0.004769,0.065173,0.194373,0.035979,0.029194,0.197531,0.031653,0.221347,-0.156175
72005.000000,0.004769,0.065173,0.194373,0.035979,0.029194,0.197531,0.031653,0.221347,-0.156175
72006.000000,0.004769,0.065173,0.194373,0.035979,0.029194,0.197531,0.031653,0.221347,-0.156175
72007.000000,0.004769,0.065173,0.194373,0.035979,0.029194,0.197531,0.031653,0.221347,-0.156175
72008.000000,0.004769,0.065173,0.194373,0.035979,0.029194,0.197531,0.031653,0.221347,-0.156175
72009.000000,0.004769,0.065173,0.194373,0.035979,0.029194,0.197531,0.031653,0.221347,-0.156175
72010.000000,0.004769,0.065173,0.194373,0.035979,0.029194,0.197531,0.031653,0.221347,-0.156175
72011.000000,0.004769,0.065173,0.194373,0.035979,0.029194,0.197531,0.031653,0.221347,-0.156175
72012.000000,0.004769,0.065173,0.194373,0.035979,0.029194,0.197531,0.031653,0.221347,-0.156175
72013.000000,0.004769,0.065173,0.194373,0.035979,0.029194,0.197531,0.031653,0.221347,-0.156175
72014.000000,0.004769,0.065173,0.194373,0.035979,0.029194,0.197531,0.031653,0.221347,-0.156175
72015.000000,0.004769,0.065173,0.194373,0.035979,0.029194,0.197531,0.031653,0.221347,-0.156175
72016.000000,0.004769,0.065173,0.194373,0.035979,0.029194,0.197531,0.031653,0.221347,-0.156175
